Date,Open,High,Low,Close,Adj Close,Volume
2019-07-22,139.059998,139.910004,138.300003,138.699997,138.699997,846300
2019-07-23,139.080002,139.440002,136.220001,137.770004,137.770004,843700
2019-07-24,137.350006,140.149994,136.630005,139.960007,139.960007,937000
2019-07-25,139.820007,139.889999,137.809998,138.740005,138.740005,1071300
2019-07-26,139.770004,142.059998,139.429993,140.729996,140.729996,1089500
2019-07-29,141.000000,141.360001,134.710007,138.220001,138.220001,976700
2019-07-30,136.160004,139.149994,135.139999,137.490005,137.490005,915700
2019-07-31,137.990005,139.479996,133.360001,135.309998,135.309998,1266800
2019-08-01,135.410004,138.869995,134.399994,135.059998,135.059998,1209700
2019-08-02,133.729996,133.729996,123.809998,126.470001,126.470001,2944900
2019-08-05,121.480003,123.500000,120.169998,122.470001,122.470001,2075600
2019-08-06,124.820000,126.330002,122.709999,124.540001,124.540001,1258900
2019-08-07,122.000000,124.400002,121.050003,122.720001,122.720001,1147400
2019-08-08,124.709999,127.680000,123.849998,126.879997,126.879997,1124700
2019-08-09,127.059998,131.589996,126.970001,130.179993,130.179993,1588000
2019-08-12,128.779999,129.800003,127.000000,129.119995,129.119995,963600
2019-08-13,129.479996,132.419998,128.559998,131.720001,131.720001,1025700
2019-08-14,129.289993,129.369995,123.800003,125.599998,125.599998,1231900
2019-08-15,125.349998,126.250000,122.809998,123.540001,123.540001,963400
2019-08-16,124.760002,127.690002,124.690002,124.790001,124.790001,1549300
2019-08-19,128.410004,128.410004,124.400002,125.559998,125.559998,1644200
2019-08-20,125.209999,128.830002,124.779999,126.720001,126.720001,2100100
2019-08-21,128.399994,129.570007,127.150002,128.460007,128.460007,4091700
2019-08-22,122.790001,125.029999,114.230003,118.389999,118.389999,15353600
2019-08-23,116.650002,121.599998,116.300003,118.559998,118.559998,6003100
2019-08-26,119.500000,119.779999,111.320000,112.540001,112.540001,4630700
2019-08-27,113.150002,115.360001,110.879997,112.970001,112.970001,4036200
2019-08-28,112.870003,113.570000,110.529999,110.570000,110.570000,2304100
2019-08-29,112.000000,112.629997,109.660004,112.410004,112.410004,2563900
2019-08-30,113.260002,113.699997,110.180000,111.820000,111.820000,1882500
2019-09-03,110.540001,111.620003,107.160004,108.220001,108.220001,2161700
2019-09-04,109.169998,109.970001,107.389999,109.699997,109.699997,1890300
2019-09-05,111.000000,111.900002,109.199997,110.680000,110.680000,1885300
2019-09-06,111.040001,112.279999,110.099998,110.360001,110.360001,1039800
2019-09-09,111.730003,111.889999,107.449997,109.480003,109.480003,1995900
2019-09-10,109.430000,113.089996,108.709999,112.709999,112.709999,2386000
2019-09-11,112.709999,116.089996,110.709999,113.889999,113.889999,2627200
2019-09-12,116.129997,116.589996,113.669998,113.910004,113.910004,1804900
2019-09-13,114.110001,114.529999,112.239998,113.650002,113.650002,1176600
2019-09-16,112.800003,115.449997,112.169998,114.820000,114.820000,1348200
2019-09-17,117.500000,119.180000,116.080002,118.739998,118.739998,2499400
2019-09-18,118.000000,118.000000,114.080002,116.930000,116.930000,1379100
2019-09-19,119.309998,123.750000,119.089996,121.879997,121.879997,3441900
2019-09-20,121.970001,121.980003,118.669998,121.599998,121.599998,2418100
2019-09-23,121.349998,123.410004,120.260002,122.739998,122.739998,1451500
2019-09-24,123.000000,123.760002,117.800003,118.930000,118.930000,1969700
2019-09-25,118.589996,118.800003,115.099998,117.540001,117.540001,1767800
2019-09-26,117.750000,120.169998,117.349998,119.570000,119.570000,1047000
2019-09-27,120.269997,120.279999,116.160004,118.059998,118.059998,1475600
2019-09-30,118.000000,118.589996,116.050003,117.860001,117.860001,1280000
2019-10-01,118.690002,119.580002,116.629997,117.070000,117.070000,1136900
2019-10-02,116.480003,116.550003,113.379997,115.589996,115.589996,1332500
2019-10-03,116.779999,119.550003,113.809998,118.930000,118.930000,1179700
2019-10-04,119.389999,123.000000,118.720001,122.849998,122.849998,1548200
2019-10-07,122.029999,122.709999,121.000000,121.360001,121.360001,1031500
2019-10-08,120.970001,121.430000,116.739998,117.610001,117.610001,1918700
2019-10-09,118.099998,119.870003,117.760002,119.080002,119.080002,707200
2019-10-10,118.949997,119.779999,117.690002,118.150002,118.150002,871900
2019-10-11,120.180000,121.629997,119.510002,120.809998,120.809998,1634000
2019-10-14,120.669998,121.760002,119.419998,119.680000,119.680000,686400
2019-10-15,119.940002,121.099998,119.660004,119.849998,119.849998,858300
2019-10-16,116.120003,117.000000,111.669998,113.589996,113.589996,2958100
2019-10-17,114.239998,114.790001,112.699997,113.199997,113.199997,1194100
2019-10-18,113.150002,113.440002,108.430000,110.949997,110.949997,1607000
2019-10-21,111.629997,112.150002,110.449997,111.129997,111.129997,1816700
2019-10-22,112.250000,113.150002,110.379997,110.459999,110.459999,1413700
2019-10-23,111.870003,118.379997,111.370003,115.000000,115.000000,3063200
2019-10-24,116.440002,119.750000,115.570000,119.690002,119.690002,1752500
2019-10-25,118.180000,119.720001,116.870003,119.580002,119.580002,1021600
2019-10-28,120.220001,120.750000,118.949997,120.000000,120.000000,966400
2019-10-29,119.860001,120.639999,119.000000,119.239998,119.239998,929100
2019-10-30,120.290001,120.739998,118.559998,120.470001,120.470001,958800
2019-10-31,120.779999,120.779999,117.639999,119.959999,119.959999,909000
2019-11-01,120.620003,123.160004,119.449997,123.110001,123.110001,1310900
2019-11-04,124.010002,124.430000,120.339996,121.029999,121.029999,966400
2019-11-05,122.389999,123.910004,121.209999,123.370003,123.370003,1543800
2019-11-06,123.120003,123.459999,121.290001,123.400002,123.400002,1177300
2019-11-07,123.449997,124.000000,121.870003,122.800003,122.800003,826100
2019-11-08,123.209999,125.470001,122.029999,125.029999,125.029999,1115900
2019-11-11,124.849998,125.900002,124.099998,124.750000,124.750000,985900
2019-11-12,124.940002,125.699997,123.709999,124.879997,124.879997,912200
2019-11-13,124.870003,125.180000,123.660004,124.720001,124.720001,785400
2019-11-14,120.989998,120.989998,116.570000,116.989998,116.989998,3262700
2019-11-15,118.389999,119.900002,115.330002,119.199997,119.199997,2321900
2019-11-18,122.809998,123.430000,120.580002,122.790001,122.790001,2154100
2019-11-19,124.000000,125.120003,121.889999,124.660004,124.660004,1493400
2019-11-20,124.000000,127.739998,123.610001,126.809998,126.809998,2063600
2019-11-21,127.120003,127.230003,125.110001,126.839996,126.839996,3140400
2019-11-22,135.009995,140.800003,133.610001,140.500000,140.500000,12226200
2019-11-25,139.639999,148.179993,139.529999,147.639999,147.639999,6186500
